Season,Matchday,Player,Wins,Losses,Ties,Pts,MPD,TMP,TCA,PCA,UfPE,OE,QPct,TPA,CAA,PCAA,UfPA,DE,NUfP,QPO,QPD,OPD,FW,FL,3PT,MCW,Rundle,Rundle Rank,League,Branch
93,1,McDonaldK2,1,0,0,2,1,4,3,1.3333333333333,2,0.4,0.5,3,2,1.5,2,0.5,0,0.9,1,0.9,0,0,1,0,D Centennial Div 2,8,Centennial,McCormackJ
93,1,McDonaldM3,1,0,0,2,4,5,2,2.5,4,1,0.33333333333333,1,2,0.5,0,1,4,1.3333333333333,1.3333333333333,2,0,0,1,0,E Valley Div 2,3,Valley,GarciaA2
93,1,McDonaldM4,1,0,0,2,5,6,4,1.5,2,0.5,0.66666666666667,1,2,0.5,0,1,2,1.1666666666667,1.6666666666667,1.5,0,0,1,0,B Seaboard,2,Seaboard,GilmanK
93,1,McDonaldM5,0,1,0,0,-1,3,3,1,1,0.2,0.5,4,4,1,0,1,1,0.7,1.5,1.2,0,0,0,2,B Meadow,22,Meadow,GliddenB
93,1,McDonaldMB,0,1,0,0,-2,1,1,1,1,0.33333333333333,0.16666666666667,3,3,1,1,0.8,0,0.5,0.96666666666667,1.1333333333333,0,0,0,0,D Xanadu Div 2,25,Xanadu,RubinP
93,1,McDonaldMR,0,0,1,1,0,1,2,0.5,0,0,0.33333333333333,1,2,0.5,0,1,0,0.33333333333333,1.3333333333333,1,0,0,0,0,E Citadel Div 2,20,Citadel,BurkeT
93,1,McDonaldSM,1,0,0,2,2,3,1,3,3,1,0.16666666666667,1,1,1,1,0.66666666666667,2,1.1666666666667,0.83333333333333,1.6666666666667,0,0,1,3,E Zephyr Div 1,7,Zephyr,VachaspatiP
93,1,McDonnell-DiazM,0,0,1,1,0,4,2,2,3,0.75,0.33333333333333,4,2,2,3,0.25,0,1.0833333333333,0.58333333333333,1,0,0,1,1,D Summit Div 1,14,Summit,TothB
93,1,McDonnellP,0,1,0,0,-6,0,1,0,0,0,0.16666666666667,6,5,1.2,0,1,0,0.16666666666667,1.1666666666667,1,0,0,0,0,D Rainforest Div 2,30,Rainforest,TaylorMA
93,1,McDonoughD,1,0,0,2,2,3,3,1,1,0.2,0.5,1,2,0.5,0,1,1,0.7,1.5,1.2,0,0,0,0,B Nova,9,Nova,McDonoughD
93,1,McDonoughD2,0,0,1,1,0,1,1,1,1,0.33333333333333,0.16666666666667,1,2,0.5,0,1,1,0.5,1.1666666666667,1.3333333333333,0,0,0,0,D Lyceum Div 1,18,Lyceum,MitchellM
93,1,McDonoughG,0,1,0,0,-2,3,2,1.5,2,0.5,0.33333333333333,5,2,2.5,4,0,-2,0.83333333333333,0.33333333333333,0.5,0,0,0,2,D Cascade Div 1,24,Cascade,HyltonR
93,1,McDougallF,1,0,0,2,3,4,3,1.3333333333333,2,0.4,0.5,1,1,1,1,0.66666666666667,1,0.9,1.1666666666667,1.0666666666667,0,0,1,2,E Meridian Div 2,3,Meridian,McBryanD
93,1,McDougallJV,0,0,1,1,0,6,3,2,4,0.8,0.5,6,5,1.2,0,1,4,1.3,1.5,1.8,0,0,1,1,A Monolith,13,Monolith,McDougallJV
93,1,McDowD,1,0,0,2,5,7,3,2.3333333333333,5,1,0.5,2,1,2,2,0.33333333333333,3,1.5,0.83333333333333,1.3333333333333,0,0,1,0,A Seaboard,6,Seaboard,ObeiterM
93,1,McDowellA,1,0,0,2,8,8,5,1.6,2,0.66666666666667,0.83333333333333,0,0,--,0,0,2,1.5,0.83333333333333,0.66666666666667,0,0,1,0,B Skyline,1,Skyline,EtebariM
93,1,McDowellJ,1,0,0,2,3,4,3,1.3333333333333,2,0.4,0.5,1,1,1,1,0.66666666666667,1,0.9,1.1666666666667,1.0666666666667,0,0,0,0,D Highland Div 1,7,Highland,McDowellJ
93,1,McDowellKL,0,0,1,1,0,4,2,2,3,0.75,0.33333333333333,4,2,2,3,0.25,0,1.0833333333333,0.58333333333333,1,0,0,0,1,E Zephyr Div 1,18,Zephyr,VachaspatiP
93,1,McDowellM,1,0,0,2,9,9,6,1.5,0,0,1,0,1,0,0,1,0,1,2,1,0,0,1,0,B Blue,1,Blue,PollakO
93,1,McElligottJ,0,1,0,0,-1,3,3,1,1,0.2,0.5,4,4,1,0,1,1,0.7,1.5,1.2,0,0,0,0,E Prairie Div 1,23,Prairie,GreeneJ
93,1,McElligottK,0,1,0,0,-2,6,4,1.5,2,0.5,0.66666666666667,8,4,2,4,0,-2,1.1666666666667,0.66666666666667,0.5,0,0,1,0,C Cascade Div 1,22,Cascade,HoffM
93,1,McElroyD,0,1,0,-1,-2,0,0,--,0,0,0,2,1,2,2,0.33333333333333,-2,0,0.33333333333333,0.33333333333333,0,1,0,0,E Meridian Div 2,29,Meridian,PriceD
93,1,McElroyK2,1,0,0,2,5,5,3,1.6666666666667,3,0.6,0.5,0,0,--,0,0,3,1.1,0.5,0.6,0,0,1,1,E Woodlands Div 2,1,Woodlands,DoyleK
93,1,McElvainB,0,0,1,1,0,6,4,1.5,2,0.5,0.66666666666667,6,4,1.5,2,0.5,0,1.1666666666667,1.1666666666667,1,0,0,0,2,C Tundra Div 1,12,Tundra,HelvestineW
93,1,McElvainJ,0,1,0,0,-5,4,3,1.3333333333333,2,0.4,0.5,9,6,1.5,0,0,2,0.9,0.5,0.4,0,0,0,0,A Arcadia,24,Arcadia,HayK
93,1,McEnroeR,0,1,0,-1,-6,0,0,--,0,0,0,6,4,1.5,2,0.5,-2,0,0.5,0.5,0,1,0,0,D Summit Div 1,32,Summit,SenaratneR
93,1,McEnteeE,1,0,0,2,1,2,2,1,1,0.25,0.33333333333333,1,1,1,1,0.66666666666667,0,0.58333333333333,1,0.91666666666667,0,0,0,0,D Morningstar Div 2,14,Morningstar,QuintongJ
93,1,McEwanB,0,1,0,0,-2,4,3,1.3333333333333,2,0.4,0.5,6,4,1.5,2,0.5,0,0.9,1,0.9,0,0,0,0,E Quarry Div 1,24,Quarry,MitchellP
93,1,McFaddenN,1,0,0,2,1,7,5,1.4,1,0.33333333333333,0.83333333333333,6,4,1.5,2,0.5,-1,1.1666666666667,1.3333333333333,0.83333333333333,0,0,1,0,B Alpine,12,Alpine,NorborgC
93,1,McFaddenT,0,1,0,-1,-3,0,0,--,0,0,0,3,2,1.5,2,0.5,-2,0,0.5,0.5,0,1,0,0,D Sunrise Div 2,29,Sunrise,LivasyD
93,1,McFallM,1,0,0,2,4,4,2,2,3,0.75,0.33333333333333,0,0,--,0,0,3,1.0833333333333,0.33333333333333,0.75,0,0,1,0,E Nova Div 1,2,Nova,SmrikarovJ
93,1,McFarlandB,0,1,0,0,-1,2,2,1,1,0.25,0.33333333333333,3,1,3,3,0,-2,0.58333333333333,0.33333333333333,0.25,0,0,0,0,D Sakura Div 1,23,Sakura,FeitelD
93,1,McFarlandF,0,1,0,0,-2,2,2,1,1,0.25,0.33333333333333,4,3,1.3333333333333,2,0.6,-1,0.58333333333333,0.93333333333333,0.85,0,0,0,0,E Keystone Div 1,28,Keystone,McFarlandF
93,1,McFarlandH,0,0,1,1,0,1,1,1,1,0.33333333333333,0.16666666666667,1,1,1,1,0.66666666666667,0,0.5,0.83333333333333,1,0,0,0,0,D Sakura Div 1,20,Sakura,FeitelD
93,1,McFarlandT,1,0,0,2,5,6,3,2,4,0.8,0.5,1,2,0.5,0,1,4,1.3,1.5,1.8,0,0,1,0,B Valley,2,Valley,DeTuraM
93,1,McFarlaneD,0,1,0,0,-3,1,2,0.5,0,0,0.33333333333333,4,3,1.3333333333333,2,0.6,-2,0.33333333333333,0.93333333333333,0.6,0,0,0,0,E Meridian Div 1,26,Meridian,HegertyA
93,1,McFarlaneS,0,1,0,0,-2,0,0,--,0,0,0,2,2,1,1,0.75,-1,0,0.75,0.75,0,0,0,1,D Arcadia Div 1,20,Arcadia,HayK
93,1,McFeelyM,0,1,0,0,-2,4,2,2,3,0.75,0.33333333333333,6,4,1.5,2,0.5,1,1.0833333333333,0.83333333333333,1.25,0,0,1,0,E Central Div 1,27,Central,ColucciT
93,1,McGalliardG,0,0,1,1,0,4,4,1,0,0,0.66666666666667,4,4,1,0,1,0,0.66666666666667,1.6666666666667,1,0,0,0,0,C Valley Div 2,15,Valley,DeTuraM
93,1,McGannM,0,1,0,0,-5,2,2,1,1,0.25,0.33333333333333,7,4,1.75,3,0.25,-2,0.58333333333333,0.58333333333333,0.5,0,0,0,0,C Nova Div 2,24,Nova,McGannM
93,1,McGarryC,0,1,0,0,-3,4,4,1,0,0,0.66666666666667,7,4,1.75,3,0.25,-3,0.66666666666667,0.91666666666667,0.25,0,0,0,0,C Delta Div 1,26,Delta,TomkyN
93,1,McGarveyR,1,0,0,2,3,3,1,3,3,1,0.16666666666667,0,0,--,0,0,3,1.1666666666667,0.16666666666667,1,0,0,1,1,R Savanna,9,Savanna,IyerM
93,1,McGeeDean,0,1,0,0,-4,4,4,1,0,0,0.66666666666667,8,5,1.6,2,0.33333333333333,-2,0.66666666666667,1,0.33333333333333,0,0,0,0,A Serengeti,25,Serengeti,KendallDH
93,1,McGeeG,0,1,0,0,-3,3,2,1.5,2,0.5,0.33333333333333,6,3,2,4,0.2,-2,0.83333333333333,0.53333333333333,0.7,0,0,0,1,C Wilderness Div 1,22,Wilderness,ZuckermanM
93,1,McGeeGr,0,1,0,0,-5,0,0,--,0,0,0,5,4,1.25,1,0.75,-1,0,0.75,0.75,0,0,0,1,E Wilderness Div 2,33,Wilderness,ZuckermanM
93,1,McGeehanE,1,0,0,2,3,3,2,1.5,2,0.5,0.33333333333333,0,1,0,0,1,2,0.83333333333333,1.3333333333333,1.5,0,0,1,0,D Sequoia Div 2,7,Sequoia,BuiserA
93,1,McGeehanJ,1,0,0,2,1,3,3,1,1,0.2,0.5,2,3,0.66666666666667,0,1,1,0.7,1.5,1.2,0,0,0,1,D Serengeti Div 1,12,Serengeti,McGeehanJ
93,1,McGeeK,0,0,1,1,0,4,4,1,0,0,0.66666666666667,4,4,1,0,1,0,0.66666666666667,1.6666666666667,1,0,0,0,0,C Blue Div 2,19,Blue,BrownKB
93,1,McGeeQ,1,0,0,2,1,3,3,1,1,0.2,0.5,2,2,1,1,0.75,0,0.7,1.25,0.95,0,0,0,0,C Sugarloaf Div 1,12,Sugarloaf,McGeeQ
93,1,McGeeT,0,1,0,0,-2,0,0,--,0,0,0,2,2,1,1,0.75,-1,0,0.75,0.75,0,0,0,3,E Savanna Div 2,25,Savanna,SchiavenzaM
93,1,McGeeW,0,1,0,0,-3,2,3,0.66666666666667,0,0,0.5,5,4,1.25,1,0.75,-1,0.5,1.25,0.75,0,0,0,1,C Valhalla Div 2,21,Valhalla,KochanB
93,1,McGetrickL,1,0,0,2,8,8,5,1.6,2,0.66666666666667,0.83333333333333,0,0,--,0,0,2,1.5,0.83333333333333,0.66666666666667,1,0,0,0,C Zenith Div 1,2,Zenith,KronerS
93,1,McGheeD,1,0,0,2,5,7,5,1.4,1,0.33333333333333,0.83333333333333,2,3,0.66666666666667,0,1,1,1.1666666666667,1.8333333333333,1.3333333333333,0,0,1,0,B Seaboard,1,Seaboard,ChangK
93,1,McGillC24,1,0,0,2,1,5,4,1.25,1,0.25,0.66666666666667,4,3,1.3333333333333,2,0.6,-1,0.91666666666667,1.2666666666667,0.85,0,0,0,1,C Coastal Div 1,10,Coastal,HungEY
93,1,McGillenM,0,0,1,1,0,4,3,1.3333333333333,2,0.4,0.5,4,4,1,0,1,2,0.9,1.5,1.4,0,0,1,0,D Nova Div 2,16,Nova,StewartDA
93,1,McGillicuddyL,0,1,0,0,-4,1,2,0.5,0,0,0.33333333333333,5,2,2.5,4,0,-4,0.33333333333333,0.33333333333333,0,0,0,0,1,D Xanadu Div 2,30,Xanadu,PriebeC
93,1,McGillM,1,0,0,2,4,4,2,2,3,0.75,0.33333333333333,0,0,--,0,0,3,1.0833333333333,0.33333333333333,0.75,0,0,0,0,E Monolith Div 1,3,Monolith,McIlroyD
93,1,McGinley-StempelRyan,1,0,0,2,1,3,2,1.5,2,0.5,0.33333333333333,2,2,1,1,0.75,1,0.83333333333333,1.0833333333333,1.25,0,0,0,1,R Highland,8,Highland,MaebiusA
93,1,McGinleyM,1,0,0,2,5,5,3,1.6666666666667,3,0.6,0.5,0,0,--,0,0,3,1.1,0.5,0.6,1,0,0,0,C Sunrise Div 2,4,Sunrise,LivasyD
93,1,McGinnisM69,0,1,0,0,-4,0,0,--,0,0,0,4,2,2,3,0.25,-3,0,0.25,0.25,0,0,0,2,R Fjord,24,Fjord,LemireD
93,1,McGinnisW,0,0,1,1,0,2,1,2,2,0.66666666666667,0.16666666666667,2,3,0.66666666666667,0,1,2,0.83333333333333,1.1666666666667,1.6666666666667,0,0,0,1,D Zephyr Div 2,15,Zephyr,ThackerA
93,1,McGinnK,0,0,1,1,0,5,2,2.5,4,1,0.33333333333333,5,3,1.6666666666667,3,0.4,1,1.3333333333333,0.73333333333333,1.4,0,0,1,1,D Meridian Div 1,16,Meridian,PriceD
93,1,McGinnL,1,0,0,2,3,8,4,2,4,1,0.66666666666667,5,3,1.6666666666667,3,0.4,1,1.6666666666667,1.0666666666667,1.4,0,0,1,1,C Piedmont Div 2,2,Piedmont,TylerS
93,1,McGintyJ,0,0,1,1,0,2,1,2,2,0.66666666666667,0.16666666666667,2,3,0.66666666666667,0,1,2,0.83333333333333,1.1666666666667,1.6666666666667,0,0,0,0,D Nebula Div 1,17,Nebula,PutmanS
93,1,McGintyJR,1,0,0,2,2,3,3,1,1,0.2,0.5,1,2,0.5,0,1,1,0.7,1.5,1.2,0,0,0,0,D Windward Div 2,13,Windward,KayaliM
93,1,McGivarenS,0,1,0,0,-5,0,1,0,0,0,0.16666666666667,5,4,1.25,1,0.75,-1,0.16666666666667,0.91666666666667,0.75,0,0,0,0,D Veldt Div 1,34,Veldt,RadcliffeJ
93,1,McGlameryN,0,1,0,0,-2,1,2,0.5,0,0,0.33333333333333,3,3,1,1,0.8,-1,0.33333333333333,1.1333333333333,0.8,0,0,0,0,D Canyon Div 2,27,Canyon,BurnettH
93,1,McGlaughlinK,1,0,0,2,2,4,2,2,3,0.75,0.33333333333333,2,2,1,1,0.75,2,1.0833333333333,1.0833333333333,1.5,0,0,0,0,D Canyon Div 2,7,Canyon,BurnettH
93,1,McGloneC,0,1,0,0,-4,3,2,1.5,2,0.5,0.33333333333333,7,4,1.75,3,0.25,-1,0.83333333333333,0.58333333333333,0.75,0,0,0,2,C Corridor Div 2,20,Corridor,NaeckerJ
93,1,McGlothlinJ,0,1,0,0,-3,2,2,1,1,0.25,0.33333333333333,5,4,1.25,1,0.75,0,0.58333333333333,1.0833333333333,1,0,0,0,0,C Keystone Div 1,22,Keystone,CahnmannJ
93,1,McGoldrickJ2,0,1,0,0,-2,4,3,1.3333333333333,2,0.4,0.5,6,5,1.2,0,1,2,0.9,1.5,1.4,0,0,0,0,B River,26,River,PrysantM
93,1,McGonigalP,0,1,0,0,-4,1,1,1,1,0.33333333333333,0.16666666666667,5,4,1.25,1,0.75,0,0.5,0.91666666666667,1.0833333333333,0,0,0,1,E Olympic Div 1,29,Olympic,WaltonM
93,1,McGonigleI,0,0,1,1,0,3,3,1,1,0.2,0.5,3,2,1.5,2,0.5,-1,0.7,1,0.7,0,0,0,0,D Riviera Div 1,16,Riviera,SilbermanE
93,1,McGoughL,0,0,1,1,0,0,0,--,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,E Orange Div 1,20,Orange,YoungEY
93,1,McGovernA2,0,1,0,-1,-2,0,0,--,0,0,0,2,1,2,2,0.33333333333333,-2,0,0.33333333333333,0.33333333333333,0,1,0,0,E Rainforest Div 2,32,Rainforest,RenkenJ
93,1,McGovernB,1,0,0,2,1,1,2,0.5,0,0,0.33333333333333,0,0,--,0,0,0,0.33333333333333,0.33333333333333,0,0,0,0,0,E Tidewater Div 2,15,Tidewater,LevitJE
93,1,McGovernJ,1,0,0,2,3,3,3,1,1,0.2,0.5,0,1,0,0,1,1,0.7,1.5,1.2,0,0,0,0,E Arcadia Div 2,5,Arcadia,HorowitzJ
93,1,McGovernK,1,0,0,2,8,8,5,1.6,2,0.66666666666667,0.83333333333333,0,0,--,0,0,2,1.5,0.83333333333333,0.66666666666667,1,0,0,0,A Glacier,1,Glacier,DiGeorgeL
93,1,McGovernK2,1,0,0,2,2,7,3,2.3333333333333,5,1,0.5,5,2,2.5,4,0,1,1.5,0.5,1,0,0,1,0,E Isthmus Div 1,5,Isthmus,WechtB
93,1,McGovernK3,1,0,0,2,8,8,5,1.6,2,0.66666666666667,0.83333333333333,0,0,--,0,0,2,1.5,0.83333333333333,0.66666666666667,1,0,0,0,D Peninsula Div 1,1,Peninsula,DiGiorgioN
93,1,McGovernM,0,1,0,-1,-8,0,0,--,0,0,0,8,5,1.6,2,0.33333333333333,-2,0,0.33333333333333,0.33333333333333,0,1,0,0,A Skyline,26,Skyline,JohnsonS2
93,1,McGovernMB,0,1,0,0,-1,6,5,1.2,0,0,0.83333333333333,7,5,1.4,1,0.66666666666667,-1,0.83333333333333,1.5,0.66666666666667,0,0,0,0,A Isthmus,16,Isthmus,WechtB
93,1,McGovernP,0,1,0,0,-2,4,2,2,3,0.75,0.33333333333333,6,4,1.5,2,0.5,1,1.0833333333333,0.83333333333333,1.25,0,0,1,0,C Delta Div 2,21,Delta,SaundersA
93,1,McGovernR,1,0,0,2,1,1,2,0.5,0,0,0.33333333333333,0,0,--,0,0,0,0.33333333333333,0.33333333333333,0,0,0,0,1,E Typhoon Div 1,12,Typhoon,HinesJ
93,1,McGovernT,0,1,0,0,-4,1,2,0.5,0,0,0.33333333333333,5,4,1.25,1,0.75,-1,0.33333333333333,1.0833333333333,0.75,0,0,0,0,B Garden,28,Garden,DavidA
93,1,McGowanB,1,0,0,2,3,3,2,1.5,2,0.5,0.33333333333333,0,0,--,0,0,2,0.83333333333333,0.33333333333333,0.5,0,0,0,2,E Aurora Div 1,7,Aurora,GodfreyR
93,1,McGowenR,1,0,0,2,3,3,2,1.5,2,0.5,0.33333333333333,0,0,--,0,0,2,0.83333333333333,0.33333333333333,0.5,0,0,0,0,D Spring Div 1,4,Spring,McGowenR
93,1,McGrannJ,0,1,0,0,-6,3,3,1,1,0.2,0.5,9,6,1.5,0,0,1,0.7,0.5,0.2,0,0,0,1,C Savanna Div 2,24,Savanna,SuthersE
93,1,McGrannS,1,0,0,2,3,3,2,1.5,2,0.5,0.33333333333333,0,1,0,0,1,2,0.83333333333333,1.3333333333333,1.5,0,0,0,0,E Savanna Div 1,5,Savanna,SuthersE
93,1,McGrathD33,0,1,0,0,-1,1,2,0.5,0,0,0.33333333333333,2,3,0.66666666666667,0,1,0,0.33333333333333,1.3333333333333,1,0,0,0,1,C Veldt Div 1,18,Veldt,RadcliffeJ
93,1,McGrathJC,1,0,0,2,4,6,4,1.5,2,0.5,0.66666666666667,2,2,1,1,0.75,1,1.1666666666667,1.4166666666667,1.25,0,0,1,1,C Serengeti Div 2,3,Serengeti,ChunD
93,1,McGrathJM,1,0,0,2,2,2,1,2,2,0.66666666666667,0.16666666666667,0,0,--,0,0,2,0.83333333333333,0.16666666666667,0.66666666666667,0,0,0,1,D Seneca Div 2,14,Seneca,MangaserA
93,1,McGrathM2,0,1,0,0,-4,5,4,1.25,1,0.25,0.66666666666667,9,6,1.5,0,0,1,0.91666666666667,0.66666666666667,0.25,0,0,0,0,C Xanadu Div 1,26,Xanadu,PriebeC
93,1,McGrathT,1,0,0,2,8,8,5,1.6,2,0.66666666666667,0.83333333333333,0,0,--,0,0,2,1.5,0.83333333333333,0.66666666666667,1,0,0,0,B Nebula,1,Nebula,CatelinetP
93,1,McGrathT2,1,0,0,2,3,3,2,1.5,2,0.5,0.33333333333333,0,0,--,0,0,2,0.83333333333333,0.33333333333333,0.5,1,0,0,1,E Archipelago Div 2,4,Archipelago,DonnellyMJ
93,1,McGrawL,1,0,0,2,6,6,5,1.2,0,0,0.83333333333333,0,0,--,0,0,0,0.83333333333333,0.83333333333333,0,0,0,0,0,D Coastal Div 1,1,Coastal,HungEY
93,1,McGrawM,1,0,0,2,4,8,5,1.6,2,0.66666666666667,0.83333333333333,4,4,1,0,1,2,1.5,1.8333333333333,1.6666666666667,0,0,1,0,C Sakura Div 2,4,Sakura,KearnsT
93,1,McGrawMA,0,1,0,0,-2,4,3,1.3333333333333,2,0.4,0.5,6,5,1.2,0,1,2,0.9,1.5,1.4,0,0,0,0,B Palisade,22,Palisade,McGrawMA
93,1,McGrawMC,1,0,0,2,2,6,5,1.2,0,0,0.83333333333333,4,4,1,0,1,0,0.83333333333333,1.8333333333333,1,0,0,0,0,B River,6,River,SchumacherR
93,1,McGrayneM,1,0,0,2,1,2,1,2,2,0.66666666666667,0.16666666666667,1,1,1,1,0.66666666666667,1,0.83333333333333,0.83333333333333,1.3333333333333,0,0,0,2,R Junction,9,Junction,McGregorG
93,1,McGreevyB,1,0,0,2,7,8,5,1.6,2,0.66666666666667,0.83333333333333,1,2,0.5,0,1,2,1.5,1.8333333333333,1.6666666666667,0,0,1,0,C Magnolia Div 2,1,Magnolia,WilesB
93,1,McGregorG,0,1,0,0,-3,4,4,1,0,0,0.66666666666667,7,4,1.75,3,0.25,-3,0.66666666666667,0.91666666666667,0.25,0,0,0,0,B Junction,24,Junction,McGregorG
93,1,McGregorJD,0,1,0,0,-2,3,2,1.5,2,0.5,0.33333333333333,5,2,2.5,4,0,-2,0.83333333333333,0.33333333333333,0.5,0,0,0,1,E Boardwalk Div 1,26,Boardwalk,KleinfeldA
93,1,McGrewJ,0,0,1,1,0,1,2,0.5,0,0,0.33333333333333,1,2,0.5,0,1,0,0.33333333333333,1.3333333333333,1,0,0,0,0,E Midland Div 1,16,Midland,RaphelB
93,1,McGroganD,1,0,0,2,1,7,4,1.75,3,0.75,0.66666666666667,6,4,1.5,2,0.5,1,1.4166666666667,1.1666666666667,1.25,0,0,1,0,R Olympic,11,Olympic,WaltonM
93,1,McGuinnessR,1,0,0,2,5,6,5,1.2,0,0,0.83333333333333,1,1,1,1,0.66666666666667,-1,0.83333333333333,1.5,0.66666666666667,0,0,0,0,D Rainforest Div 1,4,Rainforest,Hale-EvansM
93,1,Mcguire BriglC,1,0,0,2,1,1,2,0.5,0,0,0.33333333333333,0,1,0,0,1,0,0.33333333333333,1.3333333333333,1,0,0,0,0,E Sequoia Div 2,11,Sequoia,LarsonJ4
93,1,McGuireA14,0,1,0,0,-2,2,3,0.66666666666667,0,0,0.5,4,3,1.3333333333333,2,0.6,-2,0.5,1.1,0.6,0,0,0,0,C Denali Div 2,24,Denali,ConnorA
93,1,McGuireA2,0,1,0,0,-1,1,2,0.5,0,0,0.33333333333333,2,2,1,1,0.75,-1,0.33333333333333,1.0833333333333,0.75,0,0,0,1,D Lyceum Div 1,21,Lyceum,LipkinS
93,1,McGuireAT,1,0,0,2,1,4,4,1,0,0,0.66666666666667,3,2,1.5,2,0.5,-2,0.66666666666667,1.1666666666667,0.5,0,0,0,0,C Garden Div 1,9,Garden,IracaneR
93,1,McGuireB2,0,1,0,0,-2,1,2,0.5,0,0,0.33333333333333,3,3,1,1,0.8,-1,0.33333333333333,1.1333333333333,0.8,0,0,0,0,D Isthmus Div 1,28,Isthmus,CavdarM
93,1,McGuireC,1,0,0,2,1,4,4,1,0,0,0.66666666666667,3,3,1,1,0.8,-1,0.66666666666667,1.4666666666667,0.8,0,0,0,0,C Hinterland Div 2,13,Hinterland,McLernonS
93,1,McGuireJPM,1,0,0,2,4,7,5,1.4,1,0.33333333333333,0.83333333333333,3,3,1,1,0.8,0,1.1666666666667,1.6333333333333,1.1333333333333,0,0,1,0,B Rainforest,2,Rainforest,McGuireJPM
93,1,McGuireK,0,1,0,0,-3,0,0,--,0,0,0,3,3,1,1,0.8,-1,0,0.8,0.8,0,0,0,0,D Continental Div 1,29,Continental,SimpsonF
93,1,McGuireM,1,0,0,2,3,7,5,1.4,1,0.33333333333333,0.83333333333333,4,3,1.3333333333333,2,0.6,-1,1.1666666666667,1.4333333333333,0.93333333333333,0,0,1,0,A Typhoon,7,Typhoon,McGuireM
93,1,McGuireM2,0,1,0,0,-4,2,2,1,1,0.25,0.33333333333333,6,5,1.2,0,1,1,0.58333333333333,1.3333333333333,1.25,0,0,0,0,C Lyceum Div 1,23,Lyceum,LipkinS
93,1,McGuireR,1,0,0,2,1,4,3,1.3333333333333,2,0.4,0.5,3,3,1,1,0.8,1,0.9,1.3,1.2,0,0,1,0,B Frontier,14,Frontier,Barclay
93,1,McGurimanM,0,1,0,0,-5,4,3,1.3333333333333,2,0.4,0.5,9,5,1.8,3,0,-1,0.9,0.5,0.4,0,0,1,1,B Sakura,28,Sakura,MeehanH
93,1,McGurrinM,0,1,0,0,-4,0,1,0,0,0,0.16666666666667,4,3,1.3333333333333,2,0.6,-2,0.16666666666667,0.76666666666667,0.6,0,0,0,0,C Skyline Div 2,22,Skyline,LevS
93,1,McHaleC,0,1,0,0,-1,4,2,2,3,0.75,0.33333333333333,5,3,1.6666666666667,3,0.4,0,1.0833333333333,0.73333333333333,1.15,0,0,0,0,R Patagonia,16,Patagonia,GoodmanLLG
93,1,McHardyN,0,1,0,-1,-8,0,0,--,0,0,0,8,5,1.6,2,0.33333333333333,-2,0,0.33333333333333,0.33333333333333,0,1,0,0,C Citadel Div 1,32,Citadel,WeberE
93,1,McHardyN2,0,1,0,0,-4,5,3,1.6666666666667,3,0.6,0.5,9,6,1.5,0,0,3,1.1,0.5,0.6,0,0,1,1,A Citadel,25,Citadel,WeberE
93,1,McHardyT,1,0,0,2,1,2,3,0.66666666666667,0,0,0.5,1,1,1,1,0.66666666666667,-1,0.5,1.1666666666667,0.66666666666667,0,0,0,1,E Highland Div 1,14,Highland,MaebiusA
93,1,MchazlettC,1,0,0,2,5,9,6,1.5,0,0,1,4,3,1.3333333333333,2,0.6,-2,1,1.6,0.6,0,0,1,0,R Patagonia,1,Patagonia,CohenN
93,1,McHeffeyB,1,0,0,2,4,7,4,1.75,3,0.75,0.66666666666667,3,3,1,1,0.8,2,1.4166666666667,1.4666666666667,1.55,0,0,1,0,A Maelstrom,6,Maelstrom,RoosS
93,1,McHenryJ,1,0,0,2,2,7,4,1.75,3,0.75,0.66666666666667,5,4,1.25,1,0.75,2,1.4166666666667,1.4166666666667,1.5,0,0,1,1,A Corridor,4,Corridor,HomerS
93,1,McHenryJD,1,0,0,2,1,4,3,1.3333333333333,2,0.4,0.5,3,3,1,1,0.8,1,0.9,1.3,1.2,0,0,1,0,D Rainforest Div 1,10,Rainforest,SchneierM
93,1,McHenryP,1,0,0,2,2,6,5,1.2,0,0,0.83333333333333,4,4,1,0,1,0,0.83333333333333,1.8333333333333,1,0,0,0,0,A Corridor,7,Corridor,HomerS
93,1,McHenryS,1,0,0,2,2,6,3,2,4,0.8,0.5,4,3,1.3333333333333,2,0.6,2,1.3,1.1,1.4,0,0,1,1,D Alpine Div 1,9,Alpine,WilliamsN
93,1,McHenryT,1,0,0,2,5,5,3,1.6666666666667,3,0.6,0.5,0,0,--,0,0,3,1.1,0.5,0.6,1,0,0,0,D Alpine Div 1,5,Alpine,WilliamsN
93,1,McHughC2,0,1,0,0,-6,0,1,0,0,0,0.16666666666667,6,5,1.2,0,1,0,0.16666666666667,1.1666666666667,1,0,0,0,1,B Bayou,34,Bayou,BennettS
93,1,McHughK101,0,1,0,0,-1,8,5,1.6,2,0.66666666666667,0.83333333333333,9,6,1.5,0,0,2,1.5,0.83333333333333,0.66666666666667,0,0,1,0,R Olympic,16,Olympic,WaltonM
93,1,McHughS,0,0,1,1,0,4,4,1,0,0,0.66666666666667,4,3,1.3333333333333,2,0.6,-2,0.66666666666667,1.2666666666667,0.6,0,0,0,0,D Monolith Div 1,15,Monolith,McIlroyD
