season,rundle,league,div
83,D,Memorial,2
83,E,Memorial,1
83,E,Memorial,2
83,R,Memorial,0
83,A,Meridian,0
83,B,Meridian,0
83,C,Meridian,0
83,D,Meridian,1
83,D,Meridian,2
83,E,Meridian,1
83,E,Meridian,2
83,R,Meridian,0
83,A,Mesa,0
83,B,Mesa,0
83,C,Mesa,1
83,C,Mesa,2
83,D,Mesa,1
83,D,Mesa,2
83,E,Mesa,1
83,E,Mesa,2
83,R,Mesa,0
83,A,Metro,0
83,B,Metro,0
83,C,Metro,0
83,D,Metro,1
83,D,Metro,2
83,E,Metro,1
83,E,Metro,2
83,R,Metro,0
83,A,Midland,0
83,B,Midland,0
83,C,Midland,0
83,D,Midland,1
83,D,Midland,2
83,E,Midland,1
83,E,Midland,2
83,R,Midland,0
83,A,Morningstar,0
83,B,Morningstar,0
83,C,Morningstar,0
83,D,Morningstar,1
83,D,Morningstar,2
83,E,Morningstar,1
83,E,Morningstar,2
83,R,Morningstar,0
83,A,Nebula,0
83,B,Nebula,0
83,C,Nebula,1
83,C,Nebula,2
83,D,Nebula,1
83,D,Nebula,2
83,E,Nebula,1
83,E,Nebula,2
83,R,Nebula,0
83,A,Olympic,0
83,B,Olympic,0
83,C,Olympic,1
83,C,Olympic,2
83,D,Olympic,1
83,D,Olympic,2
83,E,Olympic,1
83,E,Olympic,2
83,R,Olympic,0
83,A,Outback,0
83,B,Outback,0
83,C,Outback,1
83,C,Outback,2
83,D,Outback,1
83,D,Outback,2
83,E,Outback,1
83,E,Outback,2
83,R,Outback,0
83,A,Pacific,0
83,B,Pacific,0
83,C,Pacific,0
83,D,Pacific,1
83,D,Pacific,2
83,E,Pacific,1
83,E,Pacific,2
83,R,Pacific,0
83,A,Palisade,0
83,B,Palisade,0
83,C,Palisade,1
83,C,Palisade,2
83,D,Palisade,1
83,D,Palisade,2
83,E,Palisade,1
83,E,Palisade,2
83,R,Palisade,0
83,A,Peninsula,0
83,B,Peninsula,0
83,C,Peninsula,0
83,D,Peninsula,1
83,D,Peninsula,2
83,E,Peninsula,1
83,E,Peninsula,2
83,R,Peninsula,0
83,A,Piedmont,0
83,B,Piedmont,0
83,C,Piedmont,0
83,D,Piedmont,1
83,D,Piedmont,2
83,E,Piedmont,1
83,E,Piedmont,2
83,R,Piedmont,0
83,A,Plaza,0
83,B,Plaza,0
83,C,Plaza,1
83,C,Plaza,2
83,D,Plaza,1
83,D,Plaza,2
83,E,Plaza,1
83,E,Plaza,2
83,R,Plaza,0
83,A,Polaris,0
83,B,Polaris,0
83,C,Polaris,1
83,C,Polaris,2
83,D,Polaris,1
83,D,Polaris,2
83,E,Polaris,1
83,E,Polaris,2
83,R,Polaris,0
83,A,Prairie,0
83,B,Prairie,0
83,C,Prairie,1
83,C,Prairie,2
83,D,Prairie,1
83,D,Prairie,2
83,E,Prairie,1
83,E,Prairie,2
83,R,Prairie,0
83,A,Quarry,0
83,B,Quarry,0
83,C,Quarry,0
83,D,Quarry,1
83,D,Quarry,2
83,E,Quarry,1
83,E,Quarry,2
83,R,Quarry,0
83,A,Ravenna,0
83,B,Ravenna,0
83,C,Ravenna,0
83,D,Ravenna,1
83,D,Ravenna,2
83,E,Ravenna,1
83,E,Ravenna,2
83,R,Ravenna,0
83,A,Riviera,0
83,B,Riviera,0
83,C,Riviera,0
83,D,Riviera,1
83,D,Riviera,2
83,E,Riviera,1
83,E,Riviera,2
83,R,Riviera,0
83,A,Rubicon,0
83,B,Rubicon,0
83,C,Rubicon,1
83,C,Rubicon,2
83,D,Rubicon,1
83,D,Rubicon,2
83,E,Rubicon,1
83,E,Rubicon,2
83,R,Rubicon,0
83,A,Savanna,0
83,B,Savanna,0
83,C,Savanna,1
83,C,Savanna,2
83,D,Savanna,1
83,D,Savanna,2
83,E,Savanna,1
83,E,Savanna,2
83,R,Savanna,0
83,A,Seaboard,0
83,B,Seaboard,0
83,C,Seaboard,1
83,C,Seaboard,2
83,D,Seaboard,1
83,D,Seaboard,2
83,E,Seaboard,1
83,E,Seaboard,2
83,R,Seaboard,0
83,A,Seneca,0
83,B,Seneca,0
83,C,Seneca,0
83,D,Seneca,1
83,D,Seneca,2
83,E,Seneca,1
83,E,Seneca,2
83,R,Seneca,0
83,A,Sequoia,0
83,B,Sequoia,0
83,C,Sequoia,1
83,C,Sequoia,2
83,D,Sequoia,1
83,D,Sequoia,2
83,E,Sequoia,1
83,E,Sequoia,2
83,R,Sequoia,0
83,A,Sierra,0
83,B,Sierra,0
83,C,Sierra,1
83,C,Sierra,2
83,D,Sierra,1
83,D,Sierra,2
83,E,Sierra,1
83,E,Sierra,2
83,R,Sierra,0
83,A,Skyline,0
83,B,Skyline,0
83,C,Skyline,0
83,D,Skyline,1
83,D,Skyline,2
83,E,Skyline,1
83,E,Skyline,2
83,R,Skyline,0
83,A,Sugarloaf,0
83,B,Sugarloaf,0
83,C,Sugarloaf,0
83,D,Sugarloaf,1
83,D,Sugarloaf,2
83,E,Sugarloaf,1
83,E,Sugarloaf,2
83,R,Sugarloaf,0
83,A,Summit,0
83,B,Summit,0
83,C,Summit,0
83,D,Summit,1
83,D,Summit,2
83,E,Summit,1
83,E,Summit,2
83,R,Summit,1
83,R,Summit,2
83,A,Taiga,0
83,B,Taiga,0
83,C,Taiga,0
83,D,Taiga,1
83,D,Taiga,2
83,E,Taiga,1
83,E,Taiga,2
83,R,Taiga,0
83,A,Tidewater,0
83,B,Tidewater,0
83,C,Tidewater,0
83,D,Tidewater,1
83,D,Tidewater,2
83,E,Tidewater,1
83,E,Tidewater,2
83,R,Tidewater,0
83,A,Tundra,0
83,B,Tundra,0
83,C,Tundra,1
83,C,Tundra,2
83,D,Tundra,1
83,D,Tundra,2
83,E,Tundra,1
83,E,Tundra,2
83,R,Tundra,0
83,A,Typhoon,0
83,B,Typhoon,0
83,C,Typhoon,1
83,C,Typhoon,2
83,D,Typhoon,1
83,D,Typhoon,2
83,E,Typhoon,1
83,E,Typhoon,2
83,R,Typhoon,0
83,A,Union,0
83,B,Union,0
83,C,Union,0
83,D,Union,1
83,D,Union,2
83,E,Union,1
83,E,Union,2
83,R,Union,0
83,A,Valhalla,0
83,B,Valhalla,0
83,C,Valhalla,0
83,D,Valhalla,1
83,D,Valhalla,2
83,E,Valhalla,1
83,E,Valhalla,2
83,R,Valhalla,0
83,A,Valley,0
83,B,Valley,0
83,C,Valley,1
83,C,Valley,2
83,D,Valley,1
83,D,Valley,2
83,E,Valley,1
83,E,Valley,2
83,R,Valley,0
83,A,Veldt,0
83,B,Veldt,0
83,C,Veldt,0
83,D,Veldt,1
83,D,Veldt,2
83,E,Veldt,1
83,E,Veldt,2
83,R,Veldt,0
83,A,Wilderness,0
83,B,Wilderness,0
83,C,Wilderness,1
83,C,Wilderness,2
83,D,Wilderness,1
83,D,Wilderness,2
83,E,Wilderness,1
83,E,Wilderness,2
83,R,Wilderness,0
83,A,Xanadu,0
83,B,Xanadu,0
83,C,Xanadu,1
83,C,Xanadu,2
83,D,Xanadu,1
83,D,Xanadu,2
83,E,Xanadu,1
83,E,Xanadu,2
83,R,Xanadu,0
83,A,Yukon,0
83,B,Yukon,0
83,C,Yukon,0
83,D,Yukon,1
83,D,Yukon,2
83,E,Yukon,1
83,E,Yukon,2
83,R,Yukon,0
83,A,Zenith,0
83,B,Zenith,0
83,C,Zenith,1
83,C,Zenith,2
83,D,Zenith,1
83,D,Zenith,2
83,E,Zenith,1
83,E,Zenith,2
83,R,Zenith,0
83,A,Zephyr,0
83,B,Zephyr,0
83,C,Zephyr,1
83,C,Zephyr,2
83,D,Zephyr,1
83,D,Zephyr,2
83,E,Zephyr,1
83,E,Zephyr,2
83,R,Zephyr,0
84,A,Alpine,0
84,B,Alpine,0
84,C,Alpine,0
84,D,Alpine,1
84,D,Alpine,2
84,E,Alpine,1
84,E,Alpine,2
84,R,Alpine,0
84,A,Arcadia,0
84,B,Arcadia,0
84,C,Arcadia,1
84,C,Arcadia,2
84,D,Arcadia,1
84,D,Arcadia,2
84,E,Arcadia,1
84,E,Arcadia,2
84,R,Arcadia,0
84,A,Archipelago,0
84,B,Archipelago,0
84,C,Archipelago,1
84,C,Archipelago,2
84,D,Archipelago,1
84,D,Archipelago,2
84,E,Archipelago,1
84,E,Archipelago,2
84,R,Archipelago,0
84,A,Atlantic,0
84,B,Atlantic,0
84,C,Atlantic,1
84,C,Atlantic,2
84,D,Atlantic,1
84,D,Atlantic,2
84,E,Atlantic,1
84,E,Atlantic,2
84,R,Atlantic,0
84,A,Aurora,0
84,B,Aurora,0
84,C,Aurora,0
84,D,Aurora,1
84,D,Aurora,2
84,E,Aurora,1
84,E,Aurora,2
84,R,Aurora,0
84,A,Badlands,0
84,B,Badlands,0
84,C,Badlands,0
84,D,Badlands,1
84,D,Badlands,2
84,E,Badlands,1
84,E,Badlands,2
84,R,Badlands,0
84,A,Bayou,0
84,B,Bayou,0
84,C,Bayou,1
84,C,Bayou,2
84,D,Bayou,1
84,D,Bayou,2
84,E,Bayou,1
84,E,Bayou,2
84,R,Bayou,0
84,A,Canyon,0
84,B,Canyon,0
84,C,Canyon,0
84,D,Canyon,1
84,D,Canyon,2
84,E,Canyon,1
84,E,Canyon,2
84,R,Canyon,0
84,A,Cascade,0
84,B,Cascade,0
84,C,Cascade,0
84,D,Cascade,1
84,D,Cascade,2
84,E,Cascade,1
84,E,Cascade,2
84,R,Cascade,0
84,A,Central,0
84,B,Central,0
84,C,Central,0
84,D,Central,1
84,D,Central,2
84,E,Central,1
84,E,Central,2
84,R,Central,0
84,A,Citadel,0
84,B,Citadel,0
84,C,Citadel,0
84,D,Citadel,1
84,D,Citadel,2
84,E,Citadel,1
84,E,Citadel,2
84,R,Citadel,0
84,A,Coastal,0
84,B,Coastal,0
84,C,Coastal,1
84,C,Coastal,2
84,D,Coastal,1
84,D,Coastal,2
84,E,Coastal,1
84,E,Coastal,2
84,R,Coastal,0
84,A,Commonwealth,0
84,B,Commonwealth,0
84,C,Commonwealth,0
84,D,Commonwealth,1
84,D,Commonwealth,2
84,E,Commonwealth,1
84,E,Commonwealth,2
84,R,Commonwealth,0
84,A,Continental,0
84,B,Continental,0
84,C,Continental,0
84,D,Continental,1
84,D,Continental,2
84,E,Continental,1
84,E,Continental,2
84,R,Continental,0
84,A,Corridor,0
84,B,Corridor,0
84,C,Corridor,0
84,D,Corridor,1
84,D,Corridor,2
84,E,Corridor,1
84,E,Corridor,2
84,R,Corridor,0
84,A,Delta,0
84,B,Delta,0
84,C,Delta,1
84,C,Delta,2
84,D,Delta,1
84,D,Delta,2
84,E,Delta,1
84,E,Delta,2
84,R,Delta,1
84,R,Delta,2
84,A,Elysium,0
84,B,Elysium,0
84,C,Elysium,1
84,C,Elysium,2
84,D,Elysium,1
84,D,Elysium,2
84,E,Elysium,1
84,E,Elysium,2
84,R,Elysium,0
84,A,Fjord,0
84,B,Fjord,0
84,C,Fjord,0
84,D,Fjord,1
84,D,Fjord,2
84,E,Fjord,1
84,E,Fjord,2
84,R,Fjord,0
84,A,Frontier,0
84,B,Frontier,0
84,C,Frontier,0
84,D,Frontier,1
84,D,Frontier,2
84,E,Frontier,1
84,E,Frontier,2
84,R,Frontier,0
84,A,Galaxy,0
84,B,Galaxy,0
84,C,Galaxy,1
84,C,Galaxy,2
84,D,Galaxy,1
84,D,Galaxy,2
84,E,Galaxy,1
84,E,Galaxy,2
84,R,Galaxy,0
84,A,Garden,0
84,B,Garden,0
84,C,Garden,1
84,C,Garden,2
84,D,Garden,1
84,D,Garden,2
84,E,Garden,1
84,E,Garden,2
84,R,Garden,0
84,A,Glacier,0
84,B,Glacier,0
84,C,Glacier,1
84,C,Glacier,2
84,D,Glacier,1
84,D,Glacier,2
84,E,Glacier,1
84,E,Glacier,2
84,R,Glacier,0
84,A,Highland,0
84,B,Highland,0
84,C,Highland,0
84,D,Highland,1
84,D,Highland,2
84,E,Highland,1
84,E,Highland,2
84,R,Highland,0
84,A,Horizon,0
84,B,Horizon,0
84,C,Horizon,0
84,D,Horizon,1
84,D,Horizon,2
84,E,Horizon,1
84,E,Horizon,2
84,R,Horizon,0
84,A,Isthmus,0
84,B,Isthmus,0
84,C,Isthmus,0
84,D,Isthmus,1
84,D,Isthmus,2
84,E,Isthmus,1
84,E,Isthmus,2
84,R,Isthmus,0
84,A,Juniper,0
84,B,Juniper,0
84,C,Juniper,0
84,D,Juniper,1
84,D,Juniper,2
84,E,Juniper,1
84,E,Juniper,2
84,R,Juniper,0
84,A,Keystone,0
84,B,Keystone,0
84,C,Keystone,1
84,C,Keystone,2
84,D,Keystone,1
84,D,Keystone,2
84,E,Keystone,1
84,E,Keystone,2
84,R,Keystone,0
84,A,Laguna,0
84,B,Laguna,0
84,C,Laguna,0
84,D,Laguna,1
84,D,Laguna,2
84,E,Laguna,1
84,E,Laguna,2
84,R,Laguna,1
84,R,Laguna,2
84,A,Laurel,0
84,B,Laurel,0
84,C,Laurel,1
84,C,Laurel,2
84,D,Laurel,1
84,D,Laurel,2
84,E,Laurel,1
84,E,Laurel,2
84,R,Laurel,0
84,A,Lyceum,0
84,B,Lyceum,0
84,C,Lyceum,0
84,D,Lyceum,1
84,D,Lyceum,2
84,E,Lyceum,1
84,E,Lyceum,2
84,R,Lyceum,0
84,A,Maelstrom,0
84,B,Maelstrom,0
84,C,Maelstrom,0
84,D,Maelstrom,1
84,D,Maelstrom,2
84,E,Maelstrom,1
84,E,Maelstrom,2
84,R,Maelstrom,0
84,A,Magnolia,0
84,B,Magnolia,0
84,C,Magnolia,1
84,C,Magnolia,2
84,D,Magnolia,1
84,D,Magnolia,2
84,E,Magnolia,1
84,E,Magnolia,2
84,R,Magnolia,0
84,A,Maritime,0
84,B,Maritime,0
84,C,Maritime,1
84,C,Maritime,2
84,D,Maritime,1
84,D,Maritime,2
84,E,Maritime,1
84,E,Maritime,2
84,R,Maritime,0
84,A,Memorial,0
84,B,Memorial,0
84,C,Memorial,0
84,D,Memorial,1
84,D,Memorial,2
84,E,Memorial,1
84,E,Memorial,2
84,R,Memorial,0
84,A,Meridian,0
84,B,Meridian,0
84,C,Meridian,1
84,C,Meridian,2
84,D,Meridian,1
84,D,Meridian,2
84,E,Meridian,1
84,E,Meridian,2
84,R,Meridian,0
84,A,Mesa,0
84,B,Mesa,0
84,C,Mesa,0
84,D,Mesa,1
84,D,Mesa,2
84,E,Mesa,1
84,E,Mesa,2
84,R,Mesa,0
84,A,Metro,0
84,B,Metro,0
84,C,Metro,0
84,D,Metro,1
84,D,Metro,2
84,E,Metro,1
84,E,Metro,2
84,R,Metro,0
84,A,Midland,0
84,B,Midland,0
84,C,Midland,1
84,C,Midland,2
84,D,Midland,1
84,D,Midland,2
84,E,Midland,1
84,E,Midland,2
84,R,Midland,0
84,A,Morningstar,0
84,B,Morningstar,0
84,C,Morningstar,0
84,D,Morningstar,1
84,D,Morningstar,2
84,E,Morningstar,1
84,E,Morningstar,2
84,R,Morningstar,0
84,A,Nebula,0
84,B,Nebula,0
84,C,Nebula,1
84,C,Nebula,2
84,D,Nebula,1
84,D,Nebula,2
84,E,Nebula,1
84,E,Nebula,2
84,R,Nebula,0
84,A,Olympic,0
84,B,Olympic,0
84,C,Olympic,1
84,C,Olympic,2
84,D,Olympic,1
84,D,Olympic,2
84,E,Olympic,1
84,E,Olympic,2
84,R,Olympic,0
84,A,Outback,0
84,B,Outback,0
84,C,Outback,1
84,C,Outback,2
84,D,Outback,1
84,D,Outback,2
84,E,Outback,1
84,E,Outback,2
84,R,Outback,0
84,A,Pacific,0
84,B,Pacific,0
84,C,Pacific,1
84,C,Pacific,2
84,D,Pacific,1
84,D,Pacific,2
84,E,Pacific,1
84,E,Pacific,2
84,R,Pacific,1
84,R,Pacific,2
84,A,Palisade,0
84,B,Palisade,0
84,C,Palisade,1
84,C,Palisade,2
84,D,Palisade,1
84,D,Palisade,2
84,E,Palisade,1
84,E,Palisade,2
84,R,Palisade,1
84,R,Palisade,2
84,A,Peninsula,0
84,B,Peninsula,0
84,C,Peninsula,0
84,D,Peninsula,1
84,D,Peninsula,2
84,E,Peninsula,1
84,E,Peninsula,2
84,R,Peninsula,0
84,A,Piedmont,0
84,B,Piedmont,0
84,C,Piedmont,0
84,D,Piedmont,1
84,D,Piedmont,2
84,E,Piedmont,1
84,E,Piedmont,2
84,R,Piedmont,0
84,A,Plaza,0
84,B,Plaza,0
84,C,Plaza,1
84,C,Plaza,2
84,D,Plaza,1
84,D,Plaza,2
84,E,Plaza,1
84,E,Plaza,2
84,R,Plaza,0
84,A,Polaris,0
84,B,Polaris,0
84,C,Polaris,1
84,C,Polaris,2
84,D,Polaris,1
84,D,Polaris,2
84,E,Polaris,1
84,E,Polaris,2
84,R,Polaris,0
84,A,Prairie,0
84,B,Prairie,0
84,C,Prairie,0
84,D,Prairie,1
84,D,Prairie,2
84,E,Prairie,1
84,E,Prairie,2
84,R,Prairie,0
84,A,Quarry,0
84,B,Quarry,0
84,C,Quarry,0
84,D,Quarry,1
84,D,Quarry,2
84,E,Quarry,1
84,E,Quarry,2
84,R,Quarry,0
84,A,Rainforest,0
84,B,Rainforest,0
84,C,Rainforest,0
84,D,Rainforest,1
84,D,Rainforest,2
84,E,Rainforest,1
84,E,Rainforest,2
84,R,Rainforest,0
84,A,Ravenna,0
84,B,Ravenna,0
84,C,Ravenna,1
84,C,Ravenna,2
84,D,Ravenna,1
84,D,Ravenna,2
84,E,Ravenna,1
84,E,Ravenna,2
84,R,Ravenna,0
84,A,Riviera,0
84,B,Riviera,0
84,C,Riviera,0
84,D,Riviera,1
84,D,Riviera,2
84,E,Riviera,1
84,E,Riviera,2
84,R,Riviera,0
84,A,Rubicon,0
84,B,Rubicon,0
84,C,Rubicon,1
84,C,Rubicon,2
84,D,Rubicon,1
84,D,Rubicon,2
84,E,Rubicon,1
84,E,Rubicon,2
84,A,Savanna,0
84,B,Savanna,0
84,C,Savanna,1
84,C,Savanna,2
84,D,Savanna,1
84,D,Savanna,2
84,E,Savanna,1
84,E,Savanna,2
84,R,Savanna,1
84,R,Savanna,2
84,A,Seaboard,0
84,B,Seaboard,0
84,C,Seaboard,0
84,D,Seaboard,1
84,D,Seaboard,2
84,E,Seaboard,1
84,E,Seaboard,2
84,R,Seaboard,0
84,A,Seneca,0
84,B,Seneca,0
84,C,Seneca,0
84,D,Seneca,1
84,D,Seneca,2
84,E,Seneca,1
84,E,Seneca,2
84,R,Seneca,0
84,A,Sequoia,0
84,B,Sequoia,0
84,C,Sequoia,1
84,C,Sequoia,2
84,D,Sequoia,1
84,D,Sequoia,2
84,E,Sequoia,1
84,E,Sequoia,2
84,R,Sequoia,0
84,A,Sierra,0
84,B,Sierra,0
84,C,Sierra,0
84,D,Sierra,1
84,D,Sierra,2
84,E,Sierra,1
84,E,Sierra,2
84,R,Sierra,0
84,A,Skyline,0
84,B,Skyline,0
84,C,Skyline,0
84,D,Skyline,1
84,D,Skyline,2
84,E,Skyline,1
84,E,Skyline,2
84,R,Skyline,0
84,A,Spring,0
84,B,Spring,0
84,C,Spring,0
84,D,Spring,0
84,E,Spring,1
84,E,Spring,2
84,R,Spring,0
84,A,Sugarloaf,0
84,B,Sugarloaf,0
84,C,Sugarloaf,1
84,C,Sugarloaf,2
84,D,Sugarloaf,1
84,D,Sugarloaf,2
84,E,Sugarloaf,1
84,E,Sugarloaf,2
84,R,Sugarloaf,0
84,A,Summit,0
84,B,Summit,0
84,C,Summit,1
84,C,Summit,2
84,D,Summit,1
84,D,Summit,2
84,E,Summit,1
84,E,Summit,2
84,R,Summit,0
84,A,Taiga,0
84,B,Taiga,0
84,C,Taiga,0
84,D,Taiga,1
84,D,Taiga,2
84,E,Taiga,1
84,E,Taiga,2
84,R,Taiga,0
84,A,Tidewater,0
84,B,Tidewater,0
84,C,Tidewater,0
84,D,Tidewater,1
84,D,Tidewater,2
84,E,Tidewater,1
84,E,Tidewater,2
84,R,Tidewater,0
84,A,Tundra,0
84,B,Tundra,0
84,C,Tundra,1
84,C,Tundra,2
84,D,Tundra,1
84,D,Tundra,2
84,E,Tundra,1
84,E,Tundra,2
84,R,Tundra,1
84,R,Tundra,2
84,A,Typhoon,0
84,B,Typhoon,0
84,C,Typhoon,0
84,D,Typhoon,1
84,D,Typhoon,2
84,E,Typhoon,1
84,E,Typhoon,2
84,R,Typhoon,0
84,A,Union,0
84,B,Union,0
84,C,Union,0
84,D,Union,1
84,D,Union,2
84,E,Union,1
84,E,Union,2
84,R,Union,0
84,A,Utopia,0
84,B,Utopia,0
84,C,Utopia,0
84,D,Utopia,1
84,D,Utopia,2
84,E,Utopia,1
84,E,Utopia,2
84,R,Utopia,0
84,A,Valhalla,0
84,B,Valhalla,0
84,C,Valhalla,0
84,D,Valhalla,1
84,D,Valhalla,2
84,E,Valhalla,1
84,E,Valhalla,2
84,R,Valhalla,0
84,A,Valley,0
84,B,Valley,0
84,C,Valley,0
84,D,Valley,1
84,D,Valley,2
84,E,Valley,1
84,E,Valley,2
84,R,Valley,0
84,A,Veldt,0
84,B,Veldt,0
84,C,Veldt,1
84,C,Veldt,2
84,D,Veldt,1
84,D,Veldt,2
84,E,Veldt,1
84,E,Veldt,2
84,R,Veldt,0
84,A,Wilderness,0
84,B,Wilderness,0
84,C,Wilderness,1
84,C,Wilderness,2
84,D,Wilderness,1
84,D,Wilderness,2
84,E,Wilderness,1
84,E,Wilderness,2
84,R,Wilderness,1
84,R,Wilderness,2
84,A,Xanadu,0
84,B,Xanadu,0
84,C,Xanadu,1
84,C,Xanadu,2
84,D,Xanadu,1
84,D,Xanadu,2
84,E,Xanadu,1
84,E,Xanadu,2
84,R,Xanadu,1
84,R,Xanadu,2
84,A,Yukon,0
84,B,Yukon,0
84,C,Yukon,1
84,C,Yukon,2
84,D,Yukon,1
84,D,Yukon,2
84,E,Yukon,1
84,E,Yukon,2
84,R,Yukon,0
84,A,Zenith,0
84,B,Zenith,0
84,C,Zenith,1
84,C,Zenith,2
84,D,Zenith,1
84,D,Zenith,2
84,E,Zenith,1
84,E,Zenith,2
84,R,Zenith,0
84,A,Zephyr,0
84,B,Zephyr,0
84,C,Zephyr,1
84,C,Zephyr,2
84,D,Zephyr,1
84,D,Zephyr,2
84,E,Zephyr,1
84,E,Zephyr,2
84,R,Zephyr,0
85,A,Alpine,0
85,B,Alpine,0
85,C,Alpine,0
85,D,Alpine,1
85,D,Alpine,2
85,E,Alpine,1
85,E,Alpine,2
85,R,Alpine,0
85,A,Arcadia,0
85,B,Arcadia,0
85,C,Arcadia,1
85,C,Arcadia,2
85,D,Arcadia,1
85,D,Arcadia,2
85,E,Arcadia,1
85,E,Arcadia,2
85,R,Arcadia,0
85,A,Archipelago,0
85,B,Archipelago,0
85,C,Archipelago,0
85,D,Archipelago,1
85,D,Archipelago,2
85,E,Archipelago,1
85,E,Archipelago,2
85,R,Archipelago,1
85,R,Archipelago,2
85,A,Atlantic,0
85,B,Atlantic,0
85,C,Atlantic,1
85,C,Atlantic,2
85,D,Atlantic,1
85,D,Atlantic,2
85,E,Atlantic,1
85,E,Atlantic,2
85,R,Atlantic,0
85,A,Aurora,0
85,B,Aurora,0
85,C,Aurora,1
85,C,Aurora,2
85,D,Aurora,1
85,D,Aurora,2
85,E,Aurora,1
85,E,Aurora,2
85,R,Aurora,0
85,A,Badlands,0
85,B,Badlands,0
85,C,Badlands,0
85,D,Badlands,1
85,D,Badlands,2
85,E,Badlands,1
85,E,Badlands,2
85,R,Badlands,0
85,A,Bayou,0
85,B,Bayou,0
85,C,Bayou,1
85,C,Bayou,2
85,D,Bayou,1
85,D,Bayou,2
85,E,Bayou,1
85,E,Bayou,2
85,R,Bayou,0
85,A,Canyon,0
85,B,Canyon,0
85,C,Canyon,1
85,C,Canyon,2
85,D,Canyon,1
85,D,Canyon,2
85,E,Canyon,1
85,E,Canyon,2
85,R,Canyon,0
85,A,Cascade,0
85,B,Cascade,0
85,C,Cascade,1
85,C,Cascade,2
85,D,Cascade,1
85,D,Cascade,2
85,E,Cascade,1
85,E,Cascade,2
85,R,Cascade,0
85,A,Central,0
85,B,Central,0
85,C,Central,0
85,D,Central,1
85,D,Central,2
85,E,Central,1
85,E,Central,2
85,R,Central,0
85,A,Citadel,0
85,B,Citadel,0
85,C,Citadel,1
85,C,Citadel,2
85,D,Citadel,1
85,D,Citadel,2
85,E,Citadel,1
85,E,Citadel,2
85,R,Citadel,1
85,R,Citadel,2
85,A,Coastal,0
85,B,Coastal,0
85,C,Coastal,1
85,C,Coastal,2
85,D,Coastal,1
85,D,Coastal,2
85,E,Coastal,1
85,E,Coastal,2
85,R,Coastal,0
85,A,Commonwealth,0
85,B,Commonwealth,0
85,C,Commonwealth,0
85,D,Commonwealth,1
85,D,Commonwealth,2
85,E,Commonwealth,1
85,E,Commonwealth,2
85,R,Commonwealth,0
85,A,Continental,0
85,B,Continental,0
85,C,Continental,0
85,D,Continental,1
85,D,Continental,2
85,E,Continental,1
85,E,Continental,2
85,R,Continental,0
85,A,Corridor,0
85,B,Corridor,0
85,C,Corridor,0
85,D,Corridor,1
85,D,Corridor,2
85,E,Corridor,1
85,E,Corridor,2
85,R,Corridor,1
85,R,Corridor,2
85,A,Cosmos,0
85,B,Cosmos,0
85,C,Cosmos,1
85,C,Cosmos,2
85,D,Cosmos,1
85,D,Cosmos,2
85,E,Cosmos,1
85,E,Cosmos,2
85,R,Cosmos,0
85,A,Delta,0
85,B,Delta,0
85,C,Delta,1
85,C,Delta,2
85,D,Delta,1
85,D,Delta,2
85,E,Delta,1
85,E,Delta,2
85,R,Delta,0
85,A,Denali,0
85,B,Denali,0
85,C,Denali,0
85,D,Denali,1
85,D,Denali,2
85,E,Denali,1
85,E,Denali,2
85,R,Denali,0
85,A,Elysium,0
85,B,Elysium,0
85,C,Elysium,1
85,C,Elysium,2
85,D,Elysium,1
85,D,Elysium,2
85,E,Elysium,1
85,E,Elysium,2
85,R,Elysium,0
85,A,Evergreen,0
85,B,Evergreen,0
85,C,Evergreen,0
85,D,Evergreen,1
85,D,Evergreen,2
85,E,Evergreen,1
85,E,Evergreen,2
85,R,Evergreen,0
85,A,Fjord,0
85,B,Fjord,0
85,C,Fjord,1
85,C,Fjord,2
85,D,Fjord,1
85,D,Fjord,2
85,E,Fjord,1
85,E,Fjord,2
85,R,Fjord,0
85,A,Frontier,0
85,B,Frontier,0
85,C,Frontier,0
85,D,Frontier,1
85,D,Frontier,2
85,E,Frontier,1
85,E,Frontier,2
85,R,Frontier,0
85,A,Galaxy,0
85,B,Galaxy,0
85,C,Galaxy,1
85,C,Galaxy,2
85,D,Galaxy,1
85,D,Galaxy,2
85,E,Galaxy,1
85,E,Galaxy,2
85,R,Galaxy,0
85,A,Garden,0
85,B,Garden,0
85,C,Garden,1
85,C,Garden,2
85,D,Garden,1
85,D,Garden,2
85,E,Garden,1
85,E,Garden,2
85,R,Garden,1
85,R,Garden,2
85,A,Glacier,0
85,B,Glacier,0
85,C,Glacier,0
85,D,Glacier,1
85,D,Glacier,2
85,E,Glacier,1
85,E,Glacier,2
85,R,Glacier,0
85,A,Highland,0
85,B,Highland,0
85,C,Highland,0
85,D,Highland,0
85,E,Highland,1
85,E,Highland,2
85,R,Highland,0
85,A,Hinterland,0
85,B,Hinterland,0
85,C,Hinterland,0
85,D,Hinterland,0
85,D,Hinterland,1
85,E,Hinterland,1
85,E,Hinterland,2
85,R,Hinterland,0
85,A,Horizon,0
85,B,Horizon,0
85,C,Horizon,0
85,D,Horizon,1
85,D,Horizon,2
85,E,Horizon,1
85,E,Horizon,2
85,R,Horizon,0
85,A,Isthmus,0
85,B,Isthmus,0
85,C,Isthmus,1
85,C,Isthmus,2
85,D,Isthmus,1
85,D,Isthmus,2
85,E,Isthmus,1
